pO2_bg,PO4_bg,mscore_bg,State_bg,pCO2_bg,efolding (m)_bg,globe_avg_temp (C)_bg,dissolved_O2_sur (molkg-1x1E6)_bg,file_bg,benthic_anoxia_bg,pO2_ev,PO4_ev,mscore_ev,State_ev,pCO2_ev,efolding (m)_ev,globe_avg_temp (C)_ev,dissolved_O2_sur (molkg-1x1E6)_ev,file_ev,benthic_anoxia_ev,PO4_change,pO2_change,temp_change,benthic_anoxia_change,efolding_change,dissolved_O2_change (avg over top 500 m)
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,251030.pO2PO4_55c.dat.41,6.7,0.5,0,4.4,5.05,0,-13.1283814
1.2,1.1,0.468167688,Background,2.5,0.75,21.46,111.5448613,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.41,1.65,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,251030.pO2PO4_55c.dat.30,7.06,0.4,-0.1,4.4,5.41,0,-33.56215166
1.2,1.1,0.370451494,Background,5,0.75,24.06,100.7840037,Devon370Ma_075Remin_5pCO2.pO2PO4_55b.dat.41,2.29,1.2,1.7,0.44513511,Kellwasser,0.75,0.75,17.06,117.0295218,251030.pO2PO4_55c.dat.42,7.34,0.6,0,7,5.05,0,16.24551805
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,251030.pO2PO4_55c.dat.41,6.7,0.6,0.1,4.4,5.32,0,12.57583062
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,251030.pO2PO4_55c.dat.30,7.06,0.5,0,4.4,5.68,0,-7.857939636
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.4,0.694506238,Kellwasser,1,0.75,18.18,190.6808611,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.34,6.79,0.5,-0.1,3.28,5.69,0.25,-48.63341748
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1,1.3,0.740030777,Kellwasser,0.75,0.75,17.06,157.7604708,251030.pO2PO4_55b.dat.23,6.51,0.3,-0.1,4.4,5.13,0,71.91982149
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.4,0.694506238,Kellwasser,1,0.75,18.18,190.6808611,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.34,6.79,0.5,-0.1,5.88,5.6,0.25,-33.27876038
1.1,1.1,0.416669591,Background,2.5,1,21.46,113.6966021,251103.pO2PO4_55b.dat.31,3.85,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.7,0,4.4,14.5,0,27.34764714
1.1,1.2,0.416669591,Background,2.5,1,21.46,136.0907772,251103.pO2PO4_55b.dat.32,3.85,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.6,0,4.4,14.5,0,4.953471968
1,1.1,0.393150484,Background,2.5,1,21.46,107.1565566,251103.pO2PO4_55b.dat.21,3.94,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.7,0.1,4.4,14.41,0,33.88769258
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1,0.525368358,Kellwasser,1,0.75,18.18,81.30603237,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.00,7.06,0.2,-0.1,5.88,5.23,0,-84.83292186
0.9,0.8,0.414501043,Background,5,0.75,24.06,166.1389542,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.13,1.83,0.8,1,0.525368358,Kellwasser,1,0.75,18.18,81.30603237,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.00,7.06,0.2,-0.1,5.88,5.23,0,-84.83292186
1.2,1.3,0.431697772,Background,2.5,1,21.46,170.1500732,251103.pO2PO4_55b.dat.43,3.58,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.5,-0.1,4.4,14.77,0,-29.10582405
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,251030.pO2PO4_55c.dat.41,6.7,0.7,0,4.4,5.6,0.25,-140.8977987
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1,0.525368358,Kellwasser,1,0.75,18.18,81.30603237,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.00,7.06,0.3,0,5.88,5.23,0,-49.21223444
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.8,1,0.525368358,Kellwasser,1,0.75,18.18,81.30603237,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.00,7.06,0.3,0,5.88,5.23,0,-49.21223444
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,251030.pO2PO4_55c.dat.30,7.06,0.6,-0.1,4.4,5.96,0.25,-161.331569
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,1.2,1.5,0.627748193,Kellwasser,1,0.75,18.18,78.00653839,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.40,6.61,0.5,0.1,3.28,5.23,0,-7.834110875
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1,1.3,0.740030777,Kellwasser,0.75,0.75,17.06,157.7604708,251030.pO2PO4_55b.dat.23,6.51,0.4,-0.2,4.4,5.41,0.25,-81.55380784
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.6,0.590950113,Kellwasser,0.75,0.75,17.06,98.41647989,251030.pO2PO4_55c.dat.41,6.7,0.7,0,7,5.51,0.25,-125.5431416
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.1,1.5,0.590360128,Kellwasser,0.75,0.75,17.06,77.98270963,251030.pO2PO4_55c.dat.30,7.06,0.6,-0.1,7,5.87,0.25,-145.9769119
1.1,1.1,0.355966851,Background,5,1,24.06,102.5284655,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.31,3.67,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.7,0,7,14.68,0,38.5157837
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1,1.3,0.740030777,Kellwasser,0.75,0.75,17.06,157.7604708,251030.pO2PO4_55b.dat.23,6.51,0.4,-0.2,7,5.32,0.25,-66.19915075
1.2,1.2,0.365956576,Background,5,1,24.06,122.8022011,Devon370Ma_1Remin_5pCO2.pO2PO4_55b.dat.42,3.58,1.1,1.8,0.429420913,Kellwasser,0.75,1,17.06,141.0442492,251025.pO2PO4_55c.dat.33,18.35,0.6,-0.1,7,14.77,0,18.24204812
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.2,1.5,0.627748193,Kellwasser,1,0.75,18.18,78.00653839,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.40,6.61,0.6,0,3.28,5.51,0.25,-161.3077402
1.2,0.9,0.352479784,Background,5,0.5,24.06,223.9596215,Devon370Ma_050Remin_5pCO2.pO2PO4_55a.dat.44,1.19,1.2,1.5,0.627748193,Kellwasser,1,0.75,18.18,78.00653839,Devon370Ma_075Remin_1pCO2.pO2PO4_55c.dat.40,6.61,0.6,0,5.88,5.42,0.25,-145.9530831
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1,0.67965977,Kellwasser,0.75,0.75,17.06,18.81755452,251030.pO2PO4_55e.dat.40,9.36,0.3,-0.1,7,7.53,0,-111.7007123
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1,0.67965977,Kellwasser,0.75,0.75,17.06,18.81755452,251030.pO2PO4_55e.dat.40,9.36,0.3,-0.1,7,7.53,0,-111.7007123
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,0.9,0.595034345,Kellwasser,0.75,0.75,17.06,129.9684955,251030.pO2PO4_55d.dat.44,6.88,0.2,-0.1,7,5.05,0,-0.549771357
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,0.9,0.595034345,Kellwasser,0.75,0.75,17.06,129.9684955,251030.pO2PO4_55d.dat.44,6.88,0.2,-0.1,7,5.05,0,-0.549771357
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,0.9,0.513321644,Kellwasser,1,0.75,18.18,127.5337709,Devon370Ma_075Remin_1pCO2.pO2PO4_55d.dat.44,9.27,0.2,-0.1,5.88,7.44,0,-2.98449595
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,0.9,0.513321644,Kellwasser,1,0.75,18.18,127.5337709,Devon370Ma_075Remin_1pCO2.pO2PO4_55d.dat.44,9.27,0.2,-0.1,5.88,7.44,0,-2.98449595
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1.1,0.474595226,Kellwasser,0.75,0.75,17.06,31.89502604,251030.pO2PO4_55e.dat.41,14.22,0.4,-0.1,7,12.39,0,-98.62324077
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1.1,0.474595226,Kellwasser,0.75,0.75,17.06,31.89502604,251030.pO2PO4_55e.dat.41,14.22,0.4,-0.1,7,12.39,0,-98.62324077
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1,0.412032842,Kellwasser,1,0.5,18.18,16.13882705,Devon370Ma_050Remin_1pCO2.pO2PO4_55e.dat.40,13.58,0.3,-0.1,5.88,11.75,-0.25,-114.3794398
0.8,0.7,0.3879819,Background,5,0.75,24.06,130.5182668,Devon370Ma_075Remin_5pCO2.pO2PO4_55a.dat.02,1.83,0.7,1,0.412032842,Kellwasser,1,0.5,18.18,16.13882705,Devon370Ma_050Remin_1pCO2.pO2PO4_55e.dat.40,13.58,0.3,-0.1,5.88,11.75,-0.25,-114.3794398
1.2,0.9,0.364158016,Background,2.5,0.5,21.46,239.3142786,251104.pO2PO4_55a.dat.44,1.1,1.1,1.4,0.732292732,Kellwasser,0.75,0.75,17.06,194.9075377,251030.pO2PO4_55b.dat.34,6.15,0.5,-0.1,4.4,5.05,0.25,-44.40674094
1.1,1,0.427801779,Background,2.5,0.75,21.46,85.84064926,Devon370Ma_075Remin_2.5pCO2.pO2PO4_55b.dat.30,1.38,0.9,1.1,0.477965643,Kellwasser,1,0.75,18.18,103.7711627,Devon370Ma_075Remin_1pCO2.pO2PO4_55b.dat.11,6.61,0.1,-0.2,3.28,5.23,0,17.93051342
